,Unnamed: 0,Unnamed: 0.1,desc,file_id_full,file_id_thumb,medium,title,year,cluster_count
76,76,76,"Beach and Cliffs at Pourville, Morning EffectClaude Oscar Monet  (1882)Fuji Art MuseumPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6703,6702,oil,"Beach and Cliffs at Pourville, Morning Effect",1882,"{(125, 125, 163): 91451, (224, 187, 155): 150008, (59, 40, 32): 96163, (186, 200, 233): 486453, (217, 145, 56): 111370}"
77,77,77,"The Beach and the Falaise d'AmontClaude Oscar Monet  (1885)Art Institute of ChicagoPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6953,6952,oil,The Beach and the Falaise d'Amont,1885,"{(61, 64, 44): 171778, (216, 187, 155): 295598, (87, 96, 108): 211232, (158, 162, 153): 234331, (193, 128, 66): 157845}"
78,78,78,"Beach at EtretatClaude Oscar Monet  (1883)MusÃƒÂ©e d'OrsayPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6751,6750,oil,Beach at Etretat,1883,"{(120, 90, 54): 132618, (48, 27, 20): 64597, (158, 141, 107): 196975, (199, 178, 146): 186146, (180, 123, 59): 106742}"
79,79,79,"The Beach at FecampClaude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Sunday, 18 September 2005 by member rocsdadPublic domain",46822,46821,oil,The Beach at Fecamp,1881,"{(71, 70, 54): 96152, (145, 181, 187): 66363, (106, 116, 116): 124873, (47, 70, 126): 197418, (207, 231, 226): 107103}"
80,80,80,"The Beach at HonfleurClaude Oscar Monet  (1864)Los Angeles County Museum of ArtPainting - oil on canvasUploaded Monday, 13 February 2012 by member rocsdadPublic domain",154466,154465,oil,The Beach at Honfleur,1864,"{(132, 150, 251): 14990, (214, 213, 247): 21164, (120, 91, 52): 9193, (42, 30, 25): 10049, (175, 143, 98): 10004}"
81,81,81,"The Beach at PourvilleClaude Oscar Monet  (1882)Muzeum Narodowe w PozaniuPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6717,6716,oil,The Beach at Pourville,1882,"{(216, 215, 183): 292085, (184, 186, 130): 200721, (167, 187, 187): 223453, (24, 61, 113): 45236, (111, 148, 163): 141314}"
82,82,82,"The Beach at Sainte-AdresseClaude Oscar Monet  (1867)Art Institute of ChicagoPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5930,5929,oil,The Beach at Sainte-Adresse,1867,"{(214, 214, 177): 209260, (143, 154, 151): 193103, (182, 182, 156): 294336, (145, 100, 67): 39899, (53, 23, 28): 64917}"
83,83,83,"The Beach at TrouvilleClaude Oscar Monet  (1870)National Gallery - LondonPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6088,6087,oil,The Beach at Trouville,1870,"{(33, 76, 126): 61966, (116, 95, 66): 92793, (162, 153, 145): 156696, (17, 20, 19): 188237, (211, 199, 177): 399492}"
84,84,84,"The Beach at TrouvilleClaude Oscar Monet  (1870)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6084,6083,oil,The Beach at Trouville,1870,"{(186, 133, 56): 127090, (139, 139, 88): 157926, (192, 159, 97): 227582, (37, 32, 11): 79345, (99, 95, 38): 97367}"
85,85,85,"Beach in Juan-les-PinsClaude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7124,7123,oil,Beach in Juan-les-Pins,1888,"{(184, 162, 163): 151102, (152, 119, 78): 128883, (217, 206, 203): 181930, (89, 68, 46): 167559, (33, 23, 14): 172526}"
86,86,86,"Bed of ChrysanthemumsClaude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7522,7521,oil,Bed of Chrysanthemums,1897,"{(190, 139, 24): 129481, (41, 38, 43): 236455, (199, 147, 131): 160140, (118, 86, 94): 138233, (136, 59, 15): 109266}"
87,87,87,"Belle-ÃƒÂ_leClaude Oscar Monet  (1886)Private collectionPainting - oil on canvasUploaded Monday, 28 January 2013 by member rocsdadPublic domain",274859,274858,oil,Belle-Ile,1886,"{(55, 119, 152): 20844, (45, 46, 25): 25401, (222, 163, 69): 12154, (231, 237, 219): 16304, (113, 84, 27): 13797}"
88,88,88,"Belle-Ile, Rain EffectClaude Oscar Monet  (1886)Bridgestone Museum of Art - TokyoPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7036,7035,oil,"Belle-Ile, Rain Effect",1886,"{(65, 76, 92): 164721, (25, 21, 23): 194854, (143, 141, 193): 267690, (101, 114, 145): 215498, (187, 186, 209): 75390}"
89,89,89,"Belle-Ile, Rocks at Port-GoulpharClaude Oscar Monet  (1886)Art Institute of ChicagoPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7022,7021,oil,"Belle-Ile, Rocks at Port-Goulphar",1886,"{(27, 21, 25): 204836, (103, 104, 120): 140344, (139, 157, 182): 121823, (196, 210, 225): 251281, (80, 58, 61): 183984}"
90,90,90,"Bend in the River EpteClaude Oscar Monet  (1888)Philadelphia Museum of ArtPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7148,7147,oil,Bend in the River Epte,1888,"{(199, 190, 131): 175523, (147, 160, 207): 125190, (67, 67, 20): 171718, (166, 155, 28): 228467, (108, 107, 109): 154627}"
91,91,91,"The Bend of the Seine at Lavacourt, WinterClaude Oscar Monet  (1879)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6459,6458,oil,"The Bend of the Seine at Lavacourt, Winter",1879,"{(120, 82, 56): 179741, (233, 203, 207): 427219, (209, 167, 156): 190126, (166, 123, 108): 164065, (62, 35, 19): 98596}"
92,92,92,"BennecourtClaude Oscar Monet  (1887)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7052,7051,oil,Bennecourt,1887,"{(156, 136, 145): 187690, (54, 87, 54): 224670, (194, 179, 196): 160188, (108, 98, 99): 183548, (22, 50, 27): 160620}"
93,93,93,"BennecourtClaude Oscar Monet  (1885)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6919,6918,oil,Bennecourt,1885,"{(112, 72, 63): 246363, (146, 168, 205): 284735, (209, 183, 168): 100386, (151, 112, 108): 150509, (49, 37, 46): 193161}"
94,94,94,"The Binnen-Amstel Canal, AmsterdamClaude Oscar Monet  (1874)Private collectionPainting - oil on canvasUploaded Friday, 14 June 2013 by member rocsdadPublic domain",326053,326052,oil,"The Binnen-Amstel Canal, Amsterdam",1874,"{(218, 167, 129): 11648, (49, 29, 30): 11170, (146, 101, 77): 8068, (237, 199, 171): 19226, (97, 62, 47): 17688}"
95,95,95,"Block of Rocks at Port-GoulpharClaude Oscar Monet  (1887)Private collectionPainting - oil on canvasUploaded Sunday, 18 November 2012 by member rocsdadPublic domain",253817,253816,oil,Block of Rocks at Port-Goulphar,1887,"{(218, 202, 225): 14363, (55, 26, 41): 24574, (113, 149, 208): 8781, (108, 71, 70): 26346, (167, 116, 107): 14736}"
96,96,96,"The Blue House at ZaandamClaude Oscar Monet  (1871)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6127,6126,oil,The Blue House at Zaandam,1871,"{(108, 128, 149): 140916, (52, 32, 11): 100534, (197, 175, 121): 326954, (107, 84, 48): 86734, (179, 143, 78): 180150}"
97,97,97,"The Blue Row BoatClaude Oscar Monet  (1887)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7070,7069,oil,The Blue Row Boat,1887,"{(13, 25, 29): 125745, (42, 76, 113): 95795, (157, 200, 214): 141460, (107, 169, 207): 198668, (74, 129, 170): 164190}"
98,98,98,"The Boardwalk at TrouvilleClaude Oscar Monet  (1870)Wadsworth Atheneum - Hartford, CTPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6082,6081,oil,The Boardwalk at Trouville,1870,"{(227, 190, 156): 356284, (158, 144, 136): 132750, (108, 98, 82): 94487, (192, 181, 202): 388309, (40, 42, 39): 56956}"
99,99,99,"The Boardwalk on the Beach at TrouvilleClaude Oscar Monet  (1870)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6086,6085,oil,The Boardwalk on the Beach at Trouville,1870,"{(114, 93, 112): 105885, (58, 26, 41): 75279, (172, 156, 151): 194716, (113, 130, 198): 316931, (196, 190, 196): 177611}"
100,100,100,"Boat at Low Tide at FecampClaude Oscar Monet  (1881)Fuji Art MuseumPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6559,6558,oil,Boat at Low Tide at Fecamp,1881,"{(199, 197, 198): 286248, (35, 21, 16): 125017, (124, 138, 194): 156276, (108, 84, 59): 141446, (168, 139, 99): 137243}"
101,101,101,"Boaters at ArgenteuilClaude Oscar Monet  (1874)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6285,6284,oil,Boaters at Argenteuil,1874,"{(123, 85, 67): 174108, (175, 130, 121): 272370, (187, 111, 51): 99337, (237, 174, 87): 164186, (84, 46, 25): 125683}"
102,102,102,"Boating on the River EpteClaude Oscar Monet  (1890)Museu de Arte de SÃƒÂ£o Paulo Assis ChateaubriandPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7194,7193,oil,Boating on the River Epte,1890,"{(245, 172, 93): 58361, (223, 45, 20): 82700, (49, 15, 14): 450928, (102, 102, 55): 97426, (83, 37, 32): 304109}"
103,103,103,"The BoatsClaude Oscar Monet  (1869)Kunsthalle BremenPainting - oil on canvasUploaded Saturday, 14 December 2013 by member kohn1foxPublic domain",396325,396324,oil,The Boats,1869,"{(95, 98, 84): 7567, (166, 148, 91): 4762, (16, 22, 17): 21816, (64, 55, 26): 21035, (125, 88, 26): 7520}"
104,104,104,"Boats at RouenClaude Oscar Monet  (1872)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6155,6154,oil,Boats at Rouen,1872,"{(35, 19, 31): 158249, (164, 174, 184): 287421, (149, 149, 151): 247524, (87, 60, 61): 106753, (130, 112, 105): 128277}"
105,105,105,"Boats in a HarbourClaude Oscar Monet  (1873)Scottish National Gallery - National Galleries of ScotlandPainting - oil on canvasUploaded Tuesday, 16 July 2013 by member kohn1foxPublic domain",335626,335625,oil,Boats in a Harbour,1873,"{(162, 161, 140): 9556, (132, 128, 105): 9393, (103, 99, 78): 10593, (71, 68, 54): 8565, (183, 181, 164): 29993}"
106,106,106,"Boats in the Port of HonfleurClaude Oscar Monet  (1866-1867)Private collectionPainting - oil on canvasUploaded Friday, 5 July 2013 by member rocsdadPublic domain",331141,331140,oil,Boats in the Port of Honfleur,1866-1867,"{(174, 162, 125): 11708, (194, 207, 216): 9073, (218, 234, 244): 26095, (59, 41, 43): 11029, (121, 101, 78): 8995}"
107,107,107,"Boats in the Port of Le HavreClaude Oscar Monet  (1882-1883)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6723,6722,oil,Boats in the Port of Le Havre,1882-1883,"{(185, 167, 178): 127699, (134, 98, 122): 50302, (163, 135, 154): 112117, (212, 189, 181): 342421, (199, 160, 151): 77645}"
108,108,108,"Boats in the Port of LondonClaude Oscar Monet  (1871)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6103,6102,oil,Boats in the Port of London,1871,"{(130, 121, 124): 72846, (84, 67, 52): 115400, (217, 206, 196): 231452, (185, 173, 163): 185568, (35, 24, 16): 98613}"
109,109,109,"Boats Lying at Low Tide at FecampClaude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6561,6560,oil,Boats Lying at Low Tide at Fecamp,1881,"{(42, 26, 37): 129376, (161, 104, 98): 91213, (192, 168, 208): 273304, (155, 135, 195): 215657, (93, 71, 114): 145568}"
110,110,110,"Boats on the BeachClaude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6731,6730,oil,Boats on the Beach,1883,"{(103, 77, 79): 121162, (190, 165, 145): 314625, (185, 135, 78): 126535, (33, 31, 47): 106170, (154, 124, 124): 147094}"
111,111,111,"Boats on the Beach at EtretatClaude Oscar Monet  (1885)Art Institute of ChicagoPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6957,6956,oil,Boats on the Beach at Etretat,1885,"{(26, 25, 31): 161679, (131, 122, 108): 110596, (149, 172, 167): 199361, (62, 71, 80): 131290, (189, 203, 208): 202879}"
112,112,112,"Boats on the Beach at EtretatClaude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6753,6752,oil,Boats on the Beach at Etretat,1883,"{(124, 148, 166): 352709, (186, 165, 148): 212514, (146, 124, 111): 171852, (98, 73, 64): 116224, (36, 22, 26): 87396}"
113,113,113,"Boats on the Thames, Fog EffectClaude Oscar Monet  (1901)Private collectionDrawing - pastelUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8214,8213,pastel,"Boats on the Thames, Fog Effect",1901,"{(147, 155, 171): 173450, (138, 138, 149): 240741, (127, 122, 126): 175021, (140, 114, 83): 46339, (100, 123, 163): 172949}"
114,114,114,"Boatyard near HonfleurClaude Oscar Monet  (1864)Private collectionPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5972,5971,oil,Boatyard near Honfleur,1864,"{(54, 31, 4): 104045, (169, 125, 22): 134663, (116, 80, 12): 132426, (182, 188, 145): 334571, (164, 163, 93): 234975}"
115,115,115,"The Bodmer Oak, FontainebleauClaude Oscar Monet  (1865)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",311335,311334,oil,"The Bodmer Oak, Fontainebleau",1865,"{(117, 79, 31): 14454, (128, 120, 79): 8798, (36, 48, 30): 19884, (105, 121, 197): 3630, (72, 81, 59): 20434}"
116,116,116,"BordigheraClaude Oscar Monet  (1884)Art Institute of ChicagoPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6779,6778,oil,Bordighera,1884,"{(154, 158, 181): 126315, (70, 81, 147): 110485, (162, 127, 46): 168841, (33, 23, 23): 272914, (98, 76, 32): 212709}"
117,117,117,"The Boulevard de Pontoise at Argenteuil, Snow EffectClaude Oscar Monet  (1875)Kunstmuseum BernPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6307,6306,oil,"The Boulevard de Pontoise at Argenteuil, Snow Effect",1875,"{(129, 112, 80): 180522, (155, 143, 116): 277507, (87, 71, 46): 118774, (36, 24, 12): 96425, (190, 178, 148): 152564}"
118,118,118,"The Boulevard des Capuchine(also known as Boulevard des Capucines)Claude Oscar Monet  (1873)The Pushkin State Museum of Fine ArtsPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6249,6248,oil,The Boulevard des Capuchine,1873,"{(98, 64, 39): 166342, (28, 20, 14): 140982, (145, 103, 65): 269137, (190, 143, 82): 170117, (192, 173, 149): 124622}"
119,119,119,"Boulevard des CapucinesClaude Oscar Monet  (1873)Nelson-Atkins Museum of Art - Kansas CityPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6251,6250,oil,Boulevard des Capucines,1873,"{(86, 76, 81): 174195, (214, 208, 206): 278021, (131, 121, 122): 164186, (182, 170, 163): 154154, (35, 26, 33): 103156}"
120,120,120,"Boulevard Heloise, ArgenteuilClaude Oscar Monet  (1872)Yale University Art GalleryPainting - oil on canvasUploaded Thursday, 15 August 2013 by member kohn1foxPublic domain",348119,348118,oil,"Boulevard Heloise, Argenteuil",1872,"{(143, 119, 89): 8265, (86, 67, 46): 6363, (108, 85, 61): 11136, (160, 145, 124): 14361, (129, 102, 71): 12975}"
121,121,121,"Boulevard St-Denis, Argenteuil, Snow EffectClaude Oscar Monet  (1875)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6303,6302,oil,"Boulevard St-Denis, Argenteuil, Snow Effect",1875,"{(174, 166, 178): 282406, (95, 80, 68): 120149, (48, 40, 12): 148715, (138, 125, 124): 122271, (204, 203, 207): 132649}"
122,122,122,"Bouquet of Gladiolas, Lilies and DasiesClaude Oscar Monet  (1878)Private collectionPainting - oil on canvasUploaded Sunday, 18 September 2005 by member rocsdadPublic domain",46812,46811,oil,"Bouquet of Gladiolas, Lilies and Dasies",1878,"{(139, 164, 173): 250321, (194, 204, 201): 222732, (54, 69, 25): 129913, (207, 32, 16): 59453, (156, 147, 71): 152164}"
123,123,123,"Bouquet of MallowsClaude Oscar Monet  (1880)The Courtauld Gallery - LondonPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6549,6548,oil,Bouquet of Mallows,1880,"{(137, 114, 26): 206724, (143, 127, 115): 159003, (195, 190, 184): 168364, (189, 173, 76): 194495, (53, 37, 16): 189567}"
124,124,124,"Bouquet of SunflowersClaude Oscar Monet  (1880)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6553,6552,oil,Bouquet of Sunflowers,1880,"{(124, 107, 92): 220736, (228, 133, 15): 130293, (61, 43, 22): 164929, (187, 157, 159): 253551, (192, 55, 11): 141482}"
125,125,125,"Branch of LemonsClaude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6877,6876,oil,Branch of Lemons,1883,"{(38, 38, 17): 51072, (179, 165, 98): 78416, (118, 101, 39): 68366, (210, 196, 119): 421504, (216, 166, 4): 58672}"
126,126,126,"The Breakup of Ice at LavacourtClaude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Saturday, 14 December 2013 by member kohn1foxPublic domain",396511,396510,oil,The Breakup of Ice at Lavacourt,1880,"{(218, 208, 204): 14392, (165, 155, 155): 8573, (126, 118, 124): 6940, (198, 187, 181): 16478, (71, 66, 69): 3117}"
127,127,127,"Breakup of Ice, Grey WeatherClaude Oscar Monet  (1880)Museu Calouste GulbenkianPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6501,6500,oil,"Breakup of Ice, Grey Weather",1880,"{(170, 119, 58): 112832, (46, 35, 16): 84178, (183, 166, 172): 341200, (159, 139, 128): 189409, (107, 78, 43): 129669}"
128,128,128,"The Bridge, AmsterdamClaude Oscar Monet  (1874)Shelburne Museum, VTPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6265,6264,oil,"The Bridge, Amsterdam",1874,"{(36, 22, 27): 97491, (164, 153, 157): 111682, (194, 196, 198): 424716, (85, 71, 73): 102429, (130, 112, 113): 122526}"
